ma_ck,ngay,nam,ten_cong_ty,san_giao_dich,nganh,phan_nganh_gics_chuan,tong_tai_san,tai_san_ngan_han,tien_mat,hang_ton_kho,no_ngan_han,tong_no_phai_tra,von_chu_so_huu,loi_nhuan_sau_thue,ebit,doanh_thu_thuan,doanh_thu_tai_chinh,loi_nhuan_gop,chi_phi_lai_vay,gia_von_hang_ban,chi_phi_quan_ly_ban_hang,dong_tien_kd,dong_tien_dt,dong_tien_tc,roa,von_chu_so_huu_safe,roe,no_tong_tai_san,no_von_chu_so_huu,tt_hien_han,tt_nhanh,kha_nang_tra_lai,dong_tien_tren_no,quy_mo_dn,diem_rui_ro,target,roa_tre1,roe_tre1,tt_hien_han_tre1,tt_nhanh_tre1,no_tong_tai_san_tre1,no_von_chu_so_huu_tre1,kha_nang_tra_lai_tre1,dong_tien_tren_no_tre1,quy_mo_dn_tre1,xac_suat,trang_thai
ACC,2020-12-31 00:00:00,2020,Đầu tư và XD Bình Dương ACC,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,9.13E+11,7.76E+11,2.05E+11,3.54E+11,3.65E+11,4.06E+11,5.07E+11,65030620646,87736480040,4.85E+11,843628784,1.33E+11,12311374779,3.52E+11,23875214713,-10013243974,3.53E+11,-2.71E+11,0.071227405,5.07E+11,0.128265524,0.444687842,0.800788955,2.126027397,1.156164384,7.126456762,-0.027433545,6.816735881,11.81999969,0,0.092278725,0.184186854,1.881773399,1.495909952,0.498993964,0.995983936,-61.12078312,-0.024219881,6.208590026,0.118233472,An toàn
ACC,2021-12-31 00:00:00,2021,Đầu tư và XD Bình Dương ACC,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,1.18E+12,8.09E+11,92114784125,5.37E+11,4.48E+11,7E+11,4.75E+11,38497402252,47002645497,3.53E+11,864250083,72982833282,21539004113,2.8E+11,12277227249,2327218182,3.2E+11,-4.34E+11,0.032624917,4.75E+11,0.081047163,0.593220339,1.473684211,1.805803571,0.607142857,2.182210712,0.005194683,7.073269717,28.31999969,0,0.071227405,0.128265524,2.126027397,1.156164384,0.444687842,0.800788955,7.126456762,-0.027433545,6.816735881,0.283240527,An toàn
ACC,2022-12-31 00:00:00,2022,Đầu tư và XD Bình Dương ACC,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,2.1E+12,1.89E+12,1.1E+11,9.12E+11,8.72E+11,8.84E+11,1.22E+12,81593658179,69234784831,6.42E+11,32767279357,1.02E+11,-9140752423,5.4E+11,19758777995,-3.23E+11,7.27E+11,-3.86E+11,0.038854123,1.22E+12,0.066880048,0.420952381,0.724590164,2.167431193,1.121559633,-7.574298223,-0.370412844,7.649692624,51.38000107,0,0.032624917,0.081047163,1.805803571,0.607142857,0.593220339,1.473684211,2.182210712,0.005194683,7.073269717,0.513763666,Cảnh báo
ACC,2023-12-31 00:00:00,2023,Đầu tư và XD Bình Dương ACC,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,2.35E+12,1.75E+12,19393373718,1.01E+12,8.85E+11,1.07E+12,1.29E+12,70154709497,96375942066,6.52E+11,17683011782,1.27E+11,26940814162,5.25E+11,17812325943,1.45E+11,1.3E+11,-3.66E+11,0.029853068,1.29E+12,0.054383496,0.455319149,0.829457364,1.97740113,0.836158192,3.577321067,0.163841808,7.762170607,40.65999985,0,0.038854123,0.066880048,2.167431193,1.121559633,0.420952381,0.724590164,-7.574298223,-0.370412844,7.649692624,0.40657711,Cảnh báo
ACC,2024-12-31 00:00:00,2024,Đầu tư và XD Bình Dương ACC,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,2.99E+12,1.75E+12,50837918834,1E+12,1.49E+12,1.65E+12,1.34E+12,52511515029,89892546313,7E+11,14616115490,1.1E+11,26207467572,5.9E+11,10511927175,-3.68E+11,-53241998413,4.53E+11,0.01756238,1.34E+12,0.039187698,0.551839465,1.231343284,1.174496644,0.503355705,3.430035583,-0.246979866,8.003028666,65.91000366,0,0.029853068,0.054383496,1.97740113,0.836158192,0.455319149,0.829457364,3.577321067,0.163841808,7.762170607,0.659136117,Cảnh báo
ACG,2019-12-31 00:00:00,2019,Gỗ An Cường,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,4.18E+12,3.11E+12,65461661002,1.32E+12,8.06E+11,8.09E+11,3.37E+12,4.86E+11,4.9E+11,4.43E+12,70216013101,1.1E+12,-53394879897,3.33E+12,2.2E+11,-6.53E+11,2.57E+11,4.3E+11,0.116267943,3.37E+12,0.14421365,0.19354067,0.240059347,3.858560794,2.220843672,-9.176909864,-0.810173697,8.338066526,7.659999847,0,0.141456583,0.198039216,2.519607843,1.156862745,0.285714286,0.4,-33.96516276,-0.376470588,8.180320875,0.076570831,An toàn
ACG,2020-12-31 00:00:00,2020,Gỗ An Cường,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,4.45E+12,3.59E+12,53239217833,1.13E+12,9.3E+11,9.36E+11,3.52E+12,4.92E+11,4.68E+11,3.75E+12,97477653481,1.02E+12,-84638547685,2.74E+12,1.87E+11,-6.59E+11,-2.31E+11,8.78E+11,0.110561798,3.52E+12,0.139772727,0.210337079,0.265909091,3.860215054,2.64516129,-5.529395445,-0.708602151,8.400659375,27.75,0,0.116267943,0.14421365,3.858560794,2.220843672,0.19354067,0.240059347,-9.176909864,-0.810173697,8.338066526,0.277455896,An toàn
ACG,2021-12-31 00:00:00,2021,Gỗ An Cường,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,4.98E+12,3.65E+12,99169609256,1.38E+12,1.2E+12,1.21E+12,3.78E+12,4.51E+11,4.12E+11,3.29E+12,1.39E+11,8.96E+11,-1.17E+11,2.4E+12,1.47E+11,-4.37E+11,1.83E+11,2.99E+11,0.090562249,3.78E+12,0.119312169,0.242971888,0.32010582,3.041666667,1.891666667,-3.521367521,-0.364166667,8.51318517,19.06999969,0,0.110561798,0.139772727,3.860215054,2.64516129,0.210337079,0.265909091,-5.529395445,-0.708602151,8.400659375,0.190737247,An toàn
ACG,2022-12-31 00:00:00,2022,Gỗ An Cường,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,5.47E+12,3.84E+12,3.88E+11,1.47E+12,1.54E+12,1.55E+12,3.91E+12,6.16E+11,6.22E+11,4.48E+12,1.41E+11,1.34E+12,-1.1E+11,3.14E+12,2.28E+11,-30135148679,-1.72E+11,4.91E+11,0.11261426,3.91E+12,0.157544757,0.283363803,0.396419437,2.493506494,1.538961039,-5.654545455,-0.019568278,8.607033895,7.659999847,0,0.090562249,0.119312169,3.041666667,1.891666667,0.242971888,0.32010582,-3.521367521,-0.364166667,8.51318517,0.076570831,An toàn
ACG,2023-12-31 00:00:00,2023,Gỗ An Cường,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,5.52E+12,4.13E+12,66882261518,1.13E+12,1.33E+12,1.35E+12,4.17E+12,4.11E+11,4.13E+11,3.76E+12,1.42E+11,1.11E+12,-1.03E+11,2.65E+12,2.23E+11,-8.12E+11,-2.13E+11,7.04E+11,0.074456522,4.17E+12,0.098561151,0.244565217,0.323741007,3.105263158,2.255639098,-4.009708738,-0.610526316,8.616133139,29.87999916,0,0.11261426,0.157544757,2.493506494,1.538961039,0.283363803,0.396419437,-5.654545455,-0.019568278,8.607033895,0.298837095,An toàn
ACG,2024-12-31 00:00:00,2024,Gỗ An Cường,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,5.64E+12,4.12E+12,1.55E+11,9.68E+11,1.45E+12,1.46E+12,4.18E+12,4.2E+11,4.47E+11,3.98E+12,1.46E+11,1.25E+12,-1.18E+11,2.73E+12,1.98E+11,-4.62E+11,-2.2E+11,7.7E+11,0.074468085,4.18E+12,0.100478469,0.258865248,0.349282297,2.84137931,2.173793103,-3.788135593,-0.31862069,8.637639344,7.650000095,0,0.074456522,0.098561151,3.105263158,2.255639098,0.244565217,0.323741007,-4.009708738,-0.610526316,8.616133139,0.076519161,An toàn
ACL,2019-12-31 00:00:00,2019,Thủy sản CL An Giang,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.46E+12,1.1E+12,61326462614,7.06E+11,7.95E+11,7.95E+11,6.66E+11,1.42E+11,1.99E+11,1.42E+12,170732760,3.15E+11,43015127648,1.1E+12,82027339478,-31530994252,7779162166,5397533294,0.097260274,6.66E+11,0.213213213,0.544520548,1.193693694,1.383647799,0.495597484,4.626279425,-0.039661628,7.286191715,66.58999634,0,0.171641791,0.411449016,1.239490446,0.650955414,0.585820896,1.404293381,7.074131844,-0.048770511,7.200424893,0.665893376,Cảnh báo
ACL,2020-12-31 00:00:00,2020,Thủy sản CL An Giang,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.66E+12,1.32E+12,38781028129,9.74E+11,9.65E+11,9.65E+11,6.94E+11,28183404907,74488015140,9.52E+11,182072260,1.5E+11,44527898411,8.02E+11,53537977307,-23575629483,2.18E+11,-2.17E+11,0.016977955,6.94E+11,0.040610094,0.581325301,1.390489914,1.367875648,0.358549223,1.672839227,-0.024430704,7.414572881,55.27999878,0,0.097260274,0.213213213,1.383647799,0.495597484,0.544520548,1.193693694,4.626279425,-0.039661628,7.286191715,0.552787542,Cảnh báo
ACL,2021-12-31 00:00:00,2021,Thủy sản CL An Giang,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.46E+12,1.16E+12,1.02E+11,8.53E+11,7.52E+11,7.52E+11,7.06E+11,42088175559,77403591807,1.21E+12,69224918,1.54E+11,31982979567,1.06E+12,57063952742,-2685105160,-2.95E+11,3.62E+11,0.028827518,7.06E+11,0.05961498,0.515068493,1.065155807,1.542553191,0.408244681,2.420149494,-0.003570619,7.286191715,59.59000015,0,0.016977955,0.040610094,1.367875648,0.358549223,0.581325301,1.390489914,1.672839227,-0.024430704,7.414572881,0.59593612,Cảnh báo
ACL,2022-12-31 00:00:00,2022,Thủy sản CL An Giang,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.48E+12,1.21E+12,38066909586,9.23E+11,6.57E+11,6.57E+11,8.24E+11,1.18E+11,1.63E+11,1.17E+12,196906045,2.75E+11,33505837527,8.92E+11,80741780892,-10634643120,-1.05E+11,52011926515,0.07972973,8.24E+11,0.143203883,0.443918919,0.797330097,1.841704718,0.436834094,4.864823924,-0.016186671,7.299797367,78.05000305,0,0.028827518,0.05961498,1.542553191,0.408244681,0.515068493,1.065155807,2.420149494,-0.003570619,7.286191715,0.780511916,Nguy cơ cao
ACL,2023-12-31 00:00:00,2023,Thủy sản CL An Giang,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.75E+12,1.48E+12,71092013296,1.09E+12,9.5E+11,9.5E+11,7.99E+11,9852743462,55803314936,1.12E+12,323168587,1.66E+11,44546563728,9.51E+11,80556961307,-27464099082,2.53E+11,-1.93E+11,0.005630139,7.99E+11,0.012331344,0.542857143,1.188986233,1.557894737,0.410526316,1.252696286,-0.028909578,7.467371067,29.87999916,0,0.07972973,0.143203883,1.841704718,0.436834094,0.443918919,0.797330097,4.864823924,-0.016186671,7.299797367,0.298837095,An toàn
ACL,2024-12-31 00:00:00,2024,Thủy sản CL An Giang,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,1.66E+12,1.4E+12,66101069152,9.53E+11,8.54E+11,8.54E+11,8.1E+11,10765243181,28029308686,1.75E+12,457684427,1.89E+11,29642048909,1.56E+12,1.36E+11,-21219883107,-66241037685,82433714272,0.006485086,8.1E+11,0.013290424,0.514457831,1.054320988,1.639344262,0.523419204,0.945592822,-0.024847638,7.414572881,64.23999786,0,0.005630139,0.012331344,1.557894737,0.410526316,0.542857143,1.188986233,1.252696286,-0.028909578,7.467371067,0.642394543,Cảnh báo
ADC,2019-12-31 00:00:00,2019,Mĩ thuật và Truyền thông,Hanoi Stock Exchange,truyền thông,,1.29E+11,96533024908,37185892754,21795437197,71276541967,71276541967,57695864015,11067512794,11942166191,3.79E+11,1650827461,1.26E+11,-1650827461,2.53E+11,1.12E+11,-10335223688,-4269558005,15214845276,0.085794673,57695864015,0.191825064,0.552531333,1.235383908,1.354344953,1.048557992,-7.234048665,-0.145001755,4.859812404,50.04000092,0,0.084748355,0.188997354,1.36611626,1.01416256,0.548069427,1.222249931,-6.441365967,-0.11108398,4.770684624,0.500381947,Cảnh báo
ADC,2020-12-31 00:00:00,2020,Mĩ thuật và Truyền thông,Hanoi Stock Exchange,truyền thông,,1.37E+11,1.01E+11,40375117370,25393737216,73778052965,73778052965,63567221823,12368860367,13108721992,3.81E+11,1430173786,1.35E+11,-1430173786,2.46E+11,1.21E+11,-1990654662,-4285150450,9465029728,0.090283652,63567221823,0.194579219,0.538525934,1.160630445,1.368970797,1.02477986,-9.165824545,-0.026981664,4.919980926,73.44000244,0,0.085794673,0.191825064,1.354344953,1.048557992,0.552531333,1.235383908,-7.234048665,-0.145001755,4.859812404,0.734397471,Nguy cơ cao
ADC,2021-12-31 00:00:00,2021,Mĩ thuật và Truyền thông,Hanoi Stock Exchange,truyền thông,,1.44E+11,1.13E+11,18733832710,35466294879,76922895348,76922895348,66893726417,10390276667,11765086987,2.99E+11,1422646883,1.13E+11,-1422646883,1.87E+11,99341266258,3211748793,-4570675100,-20282358353,0.072154699,66893726417,0.155325129,0.534186773,1.149926899,1.469003468,1.007940546,-8.269857494,0.041752833,4.9698133,55.58000183,0,0.090283652,0.194579219,1.368970797,1.02477986,0.538525934,1.160630445,-9.165824545,-0.026981664,4.919980926,0.555830181,Cảnh báo
ADC,2022-12-31 00:00:00,2022,Mĩ thuật và Truyền thông,Hanoi Stock Exchange,truyền thông,,1.62E+11,1.28E+11,11237414969,52891581793,89556758951,89556758951,72398754957,13152194273,16553287902,3.9E+11,741271968,1.41E+11,-741271968,2.5E+11,1.22E+11,-7474577650,-5567935630,5546095539,0.081186384,72398754957,0.181663266,0.5528195,1.236993081,1.429261191,0.838668338,-22.33092389,-0.083461904,5.087596335,52.40999985,0,0.072154699,0.155325129,1.469003468,1.007940546,0.534186773,1.149926899,-8.269857494,0.041752833,4.9698133,0.524074376,Cảnh báo
ADC,2023-12-31 00:00:00,2023,Mĩ thuật và Truyền thông,Hanoi Stock Exchange,truyền thông,,1.62E+11,1.33E+11,39344466716,42426743706,84214754129,84214754129,78033222272,14231810170,17172327794,4.32E+11,1604648768,1.42E+11,-1604648768,2.9E+11,1.23E+11,4698717127,-5971017690,29379352310,0.08785068,78033222272,0.182381424,0.519844161,1.079216668,1.579295711,1.075503423,-10.70161155,0.055794465,5.087596335,61.52999878,0,0.081186384,0.181663266,1.429261191,0.838668338,0.5528195,1.236993081,-22.33092389,-0.083461904,5.087596335,0.615308642,Cảnh báo
ADC,2024-12-31 00:00:00,2024,Mĩ thuật và Truyền thông,Hanoi Stock Exchange,truyền thông,,1.75E+11,1.48E+11,20033609652,33356269894,91688824746,91688824746,83181898715,13961942478,16025169228,4.12E+11,1953740155,1.41E+11,-1953740155,2.72E+11,1.23E+11,-44330171046,-5981156920,31000470902,0.079782528,83181898715,0.167848326,0.523936141,1.102268957,1.614155274,1.250356632,-8.202303253,-0.483484996,5.164785974,40.25,0,0.08785068,0.182381424,1.579295711,1.075503423,0.519844161,1.079216668,-10.70161155,0.055794465,5.087596335,0.402479529,Cảnh báo
ADG,2019-12-31 00:00:00,2019,Clever Group,Ho Chi Minh Securities Trading Centre,truyền thông,,2.09E+11,1.54E+11,16331264620,0,79612901834,80471865948,1.28E+11,40671703006,46207210664,3.63E+11,6387768757,72637812482,-6015874612,2.9E+11,25229364736,-59358010351,28461909656,33506672591,0.19460145,1.28E+11,0.31774768,0.385032851,0.628686453,1.934359839,1.934359839,-7.680879946,-0.745582801,5.342334252,26.20999908,0,0.167557841,0.232332838,2.894364103,2.877843549,0.279425447,0.387446548,-4.392061105,-0.210590026,4.787491743,0.262064934,An toàn
ADG,2020-12-31 00:00:00,2020,Clever Group,Ho Chi Minh Securities Trading Centre,truyền thông,,4.45E+11,3.32E+11,20546846347,896392784,2.03E+11,2.05E+11,2.4E+11,39517747913,39118211900,4.52E+11,14887881378,77465126467,-12839286005,3.74E+11,12003295485,-1.64E+11,1.45E+11,22543988236,0.088803928,2.4E+11,0.164657283,0.460674157,0.854166667,1.63546798,1.631052252,-3.046759133,-0.807881773,6.098074282,19.06999969,0,0.19460145,0.31774768,1.934359839,1.934359839,0.385032851,0.628686453,-7.680879946,-0.745582801,5.342334252,0.190737247,An toàn
ADG,2021-12-31 00:00:00,2021,Clever Group,Ho Chi Minh Securities Trading Centre,truyền thông,,4.51E+11,3.75E+11,10590241284,6854461847,1.78E+11,1.8E+11,2.71E+11,38665781450,32151943873,5.85E+11,21951924954,70531711828,-18039812106,5.14E+11,8808299511,-76427941815,-26776615631,93245083033,0.08573344,2.71E+11,0.14267816,0.399113082,0.664206642,2.106741573,2.06823336,-1.782277093,-0.42937046,6.11146734,27.75,0,0.088803928,0.164657283,1.63546798,1.631052252,0.460674157,0.854166667,-3.046759133,-0.807881773,6.098074282,0.277455896,An toàn
ADG,2022-12-31 00:00:00,2022,Clever Group,Ho Chi Minh Securities Trading Centre,truyền thông,,4.1E+11,2.5E+11,34814577683,1401933598,82180916256,84998068448,3.25E+11,52682702025,46103061882,5.37E+11,24960057825,91953674164,-15808051655,4.45E+11,11717876821,43182552703,-57260787762,38292786488,0.128494395,3.25E+11,0.162100622,0.207312362,0.261532518,3.042068784,3.02500967,-2.916429101,0.525457182,6.01615716,7.929999828,0,0.08573344,0.14267816,2.106741573,2.06823336,0.399113082,0.664206642,-1.782277093,-0.42937046,6.11146734,0.079291187,An toàn
ADG,2023-12-31 00:00:00,2023,Clever Group,Ho Chi Minh Securities Trading Centre,truyền thông,,4.5E+11,2.65E+11,32498173579,2009453522,1.01E+11,1.04E+11,3.46E+11,22142445322,19219130325,4.12E+11,15405306317,77556588136,-11610282841,3.34E+11,17086540584,-1.16E+11,55897566702,57666230530,0.049205434,3.46E+11,0.063995507,0.231111111,0.300578035,2.623762376,2.603866797,-1.655354188,-1.148514851,6.109247583,26.98999977,0,0.128494395,0.162100622,3.042068784,3.02500967,0.207312362,0.261532518,-2.916429101,0.525457182,6.01615716,0.269871205,An toàn
ADG,2024-12-31 00:00:00,2024,Clever Group,Ho Chi Minh Securities Trading Centre,truyền thông,,4.96E+11,2.09E+11,48628268676,7325976386,1.06E+11,1.09E+11,3.87E+11,21030368084,16506769299,4.64E+11,13112738422,71911442436,-11471007993,3.92E+11,14622255327,-18954844375,7374414951,27605862131,0.042399936,3.87E+11,0.054342036,0.219758065,0.281653747,1.971698113,1.902585128,-1.438999023,-0.178819287,6.206575927,59.79999924,0,0.049205434,0.063995507,2.623762376,2.603866797,0.231111111,0.300578035,-1.655354188,-1.148514851,6.109247583,0.598013222,Cảnh báo
ADP,2019-12-31 00:00:00,2019,Sơn Á Đông,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,2.93E+11,2.07E+11,9388463214,73839029339,63381866596,63381866596,2.3E+11,41458914075,49919371366,5.45E+11,3885453650,98016589163,-2644862482,4.47E+11,46727968725,-554666450,-45152331369,30760634058,0.141498,2.3E+11,0.180256148,0.216320364,0.275573333,3.265918331,2.100931667,-18.87408956,-0.008751185,5.680172609,28.26000023,0,0.107919478,0.14093594,2.751395793,1.564606137,0.235099999,0.307025569,-18.28683361,-0.092396245,5.655991811,0.282640457,An toàn
ADP,2020-12-31 00:00:00,2020,Sơn Á Đông,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.3E+11,2.54E+11,15889981404,87291954738,61339876493,61339876493,2.68E+11,78398729204,94166885658,5.72E+11,5046765038,1.43E+11,-4119516850,4.3E+11,47086481654,-2863963796,-42989140380,52354622366,0.237571907,2.68E+11,0.292532572,0.185878414,0.228880136,4.140862593,2.717776018,-22.85872084,-0.046690081,5.799092654,29.87999916,0,0.141498,0.180256148,3.265918331,2.100931667,0.216320364,0.275573333,-18.87408956,-0.008751185,5.680172609,0.298837095,An toàn
ADP,2021-12-31 00:00:00,2021,Sơn Á Đông,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.31E+11,2.71E+11,10563257221,71587688460,52864665516,52864665516,2.78E+11,49583636438,56154519175,4.15E+11,6156553503,91660254069,-6133129003,3.23E+11,34336130060,-211564000,-45860515400,40745355217,0.149799506,2.78E+11,0.178358404,0.15971198,0.190160667,5.126297449,3.772128502,-9.155933154,-0.004001993,5.802118375,25.67000008,0,0.237571907,0.292532572,4.140862593,2.717776018,0.185878414,0.228880136,-22.85872084,-0.046690081,5.799092654,0.256688178,An toàn
ADP,2022-12-31 00:00:00,2022,Sơn Á Đông,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.59E+11,3.08E+11,10745023537,74331708089,84167434784,84167434784,2.74E+11,40046140679,42385794723,5.87E+11,8586920050,89151404902,-8569430050,4.98E+11,44815579646,-1658972727,-41587323300,43428062343,0.111549138,2.74E+11,0.146153798,0.234449679,0.307180419,3.659372545,2.776231597,-4.946162636,-0.019710387,5.883322388,32.70999908,0,0.149799506,0.178358404,5.126297449,3.772128502,0.15971198,0.190160667,-9.155933154,-0.004001993,5.802118375,0.327087343,An toàn
ADP,2023-12-31 00:00:00,2023,Sơn Á Đông,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.81E+11,3.39E+11,18513911255,1.24E+11,94138398232,94138398232,2.87E+11,58934029150,63708308438,5.16E+11,11342548075,99537617172,-11342548075,4.17E+11,34887216673,-323693987,-44031304846,52123886551,0.154682491,2.87E+11,0.205345049,0.24708241,0.328008356,3.601081029,2.283871449,-5.616754544,-0.00343849,5.942799375,29.87999916,0,0.111549138,0.146153798,3.659372545,2.776231597,0.234449679,0.307180419,-4.946162636,-0.019710387,5.883322388,0.298837095,An toàn
ADP,2024-12-31 00:00:00,2024,Sơn Á Đông,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.55E+11,3.18E+11,9757936691,1.37E+11,83024281255,83024281255,2.72E+11,84938997596,1.01E+11,8.18E+11,6204783057,1.57E+11,-6196451775,6.61E+11,55240145190,26259720475,-93066360984,58050665945,0.239264782,2.72E+11,0.312275726,0.233871215,0.305236328,3.830204793,2.180085118,-16.29965078,0.316289645,5.872117789,29.87999916,0,0.154682491,0.205345049,3.601081029,2.283871449,0.24708241,0.328008356,-5.616754544,-0.00343849,5.942799375,0.298837095,An toàn
ADS,2019-12-31 00:00:00,2019,Dệt sợi DAMSAN,Ho Chi Minh Securities Trading Centre,hàng cá nhân và gia dụng,,1.73E+12,1.36E+12,29459908057,3.88E+11,1.22E+12,1.33E+12,4.03E+11,8282329120,23843722243,1.71E+12,27565579997,56803270021,14788984076,1.65E+12,26126146793,25005058750,-70810015951,43869240353,0.004787473,4.03E+11,0.020551685,0.768786127,3.300248139,1.114754098,0.796721311,1.612262352,0.02049595,7.455876687,7.679999828,0,0.033006048,0.124868015,1.142857143,0.785714286,0.736842105,2.787610619,4.429085828,-0.072730109,7.444248649,0.076825522,An toàn
